site,cage,treatment,tile,tile.treatment,position,length,thickness,dry.mass,af.dry.mass,tissue.mass,ci
PF,52,NP,578,No.cull,1,22.06,7.25,0.564,0.524,0.04,0.076335878
PF,52,NP,578,No.cull,2,29.42,6.44,0.903,0.844,0.059,0.069905213
PF,52,NP,578,No.cull,3,27.02,6.75,0.832,0.779,0.053,0.068035944
PF,52,NP,578,No.cull,4,31.03,7.31,1.061,0.984,0.077,0.078252033
PF,52,NP,578,No.cull,5,23.66,6.46,0.674,0.631,0.043,0.0681458
PF,52,NP,578,No.cull,6,20.82,8.45,0.868,0.809,0.059,0.072929543
PF,52,NP,578,No.cull,7,27.5,5.81,1.322,1.229,0.093,0.075671277
PF,52,NP,578,No.cull,8,29.71,6.52,1.228,1.145,0.083,0.072489083
PF,52,NP,578,No.cull,9,27.56,7.6,1.204,1.142,0.062,0.054290718
PF,52,NP,585,Juv.cull,2,27.8,5.23,0.73,0.675,0.055,0.081481481
PF,52,NP,585,Juv.cull,3,21.73,6.04,0.756,0.709,0.047,0.06629055
PF,52,NP,585,Juv.cull,5,20.61,6.23,0.701,0.662,0.039,0.058912387
PF,52,NP,585,Juv.cull,6,21.4,4.53,0.443,0.411,0.032,0.077858881
PF,52,NP,585,Juv.cull,7,25.41,6.17,0.61,0.564,0.046,0.081560284
PF,52,NP,585,Juv.cull,8,21.33,5.77,0.426,0.417,0.009,0.021582734
PF,55,MC,308,Juv.cull,1,14.24,4.83,0.36,0.334,0.026,0.077844311
PF,55,MC,308,Juv.cull,2,19.66,5.5,0.577,0.535,0.042,0.078504673
PF,55,MC,308,Juv.cull,4,24.34,5.26,0.454,0.421,0.033,0.078384798
PF,55,MC,308,Juv.cull,7,23.21,5.28,0.648,0.605,0.043,0.07107438
PF,55,MC,308,Juv.cull,9,28.98,5.02,0.744,0.68,0.064,0.094117647
PF,55,MC,308,Juv.cull,10,29.86,5.73,0.719,0.67,0.049,0.073134328
PF,55,MC,313,Juv.cull,3,16,6.45,0.439,0.412,0.027,0.065533981
PF,55,MC,313,Juv.cull,4,23.23,4.05,0.511,0.501,0.01,0.01996008
PF,55,MC,313,Juv.cull,6,26.6,5.94,0.763,0.704,0.059,0.083806818
PF,55,MC,313,Juv.cull,8,22.19,6.1,0.673,0.633,0.04,0.063191153
PF,55,MC,313,Juv.cull,9,23.2,5,0.533,0.493,0.04,0.081135903
PF,55,MC,313,Juv.cull,10,26.11,5.49,0.667,0.616,0.051,0.082792208
PF,55,MC,316,Juv.cull,3,23.33,5.25,0.764,0.719,0.045,0.062586926
PF,55,MC,316,Juv.cull,4,28.23,5.27,1.24,1.154,0.086,0.074523397
PF,55,MC,316,Juv.cull,6,29.81,3.85,0.707,0.655,0.052,0.079389313
PF,55,MC,316,Juv.cull,7,32.55,6.62,1.467,1.377,0.09,0.065359477
PF,55,MC,316,Juv.cull,8,27.52,6.99,1.096,1.034,0.062,0.059961315
PF,55,MC,316,Juv.cull,9,22.7,6.58,0.72,0.678,0.042,0.061946903
PF,55,MC,317,No.cull,1,25.51,5.88,0.486,0.452,0.034,0.075221239
PF,55,MC,317,No.cull,3,19.86,4.89,0.362,0.33,0.032,0.096969697
PF,55,MC,317,No.cull,4,16.19,5.74,0.543,0.508,0.035,0.068897638
PF,55,MC,317,No.cull,5,17.63,5.38,0.463,0.438,0.025,0.057077626
PF,55,MC,317,No.cull,6,24.28,6.29,0.574,0.537,0.037,0.068901304
PF,55,MC,317,No.cull,7,25.87,5.98,0.911,0.845,0.066,0.078106509
PF,55,MC,317,No.cull,8,22.96,4.65,0.48,0.446,0.034,0.076233184
PF,55,MC,317,No.cull,9,25.77,4.64,0.882,0.816,0.066,0.080882353
PF,55,MC,317,No.cull,10,21.79,5.07,0.575,0.534,0.041,0.076779026
PF,55,MC,326,No.cull,1,17.61,6.36,0.301,0.288,0.013,0.045138889
PF,55,MC,326,No.cull,2,24.18,4.75,0.551,0.517,0.034,0.065764023
PF,55,MC,326,No.cull,3,25.32,4.19,0.67,0.625,0.045,0.072
PF,55,MC,326,No.cull,4,21.6,5.37,0.519,0.485,0.034,0.070103093
PF,55,MC,326,No.cull,5,24.14,3.88,0.536,0.493,0.043,0.087221095
PF,55,MC,326,No.cull,6,20.75,5.96,0.603,0.556,0.047,0.084532374
PF,55,MC,326,No.cull,7,19.38,6.03,0.49,0.458,0.032,0.069868996
PF,55,MC,326,No.cull,8,24.71,4.28,0.738,0.689,0.049,0.071117562
PF,55,MC,326,No.cull,9,15.34,5.81,0.56,0.524,0.036,0.06870229
PF,55,MC,326,No.cull,10,26.56,5.45,0.81,0.75,0.06,0.08
PF,55,MC,330,No.cull,1,26.26,7.03,0.786,0.736,0.05,0.067934783
PF,55,MC,330,No.cull,2,28.2,5.65,0.782,0.73,0.052,0.071232877
PF,55,MC,330,No.cull,3,27.79,7.34,0.88,0.826,0.054,0.065375303
PF,55,MC,330,No.cull,5,21.73,6.2,0.661,0.622,0.039,0.062700965
PF,55,MC,330,No.cull,6,25.65,6.29,0.892,0.833,0.059,0.070828331
PF,55,MC,330,No.cull,7,22.69,4.26,0.65,0.611,0.039,0.063829787
PF,55,MC,330,No.cull,8,18.14,5.4,0.374,0.358,0.016,0.044692737
PF,55,MC,330,No.cull,9,22.46,5.11,0.762,0.713,0.049,0.068723703
PF,55,MC,343,No.cull,1,18.77,5.46,0.509,0.479,0.03,0.06263048
PF,55,MC,343,No.cull,2,20.87,6.64,0.524,0.489,0.035,0.071574642
PF,55,MC,343,No.cull,3,15.8,5.2,0.411,0.382,0.029,0.07591623
PF,55,MC,343,No.cull,4,17.99,4.2,0.29,0.271,0.019,0.070110701
PF,55,MC,343,No.cull,5,15.07,4.43,0.304,0.283,0.021,0.074204947
PF,55,MC,343,No.cull,6,19.97,5.28,0.412,0.38,0.032,0.084210526
PF,55,MC,343,No.cull,7,16.75,4.62,0.26,0.244,0.016,0.06557377
PF,55,MC,343,No.cull,8,26.03,6.82,0.753,0.706,0.047,0.066572238
PF,55,MC,343,No.cull,9,22.37,4.98,0.608,0.563,0.045,0.079928952
PF,55,MC,343,No.cull,10,23.47,6.19,0.72,0.67,0.05,0.074626866
PF,55,MC,349,Juv.cull,1,24.9,3.93,0.555,0.519,0.036,0.069364162
PF,55,MC,349,Juv.cull,5,18.8,6.67,0.777,0.729,0.048,0.065843621
PF,55,MC,349,Juv.cull,6,24.16,5.32,0.394,0.365,0.029,0.079452055
PF,55,MC,349,Juv.cull,8,14.03,3.24,0.24,0.223,0.017,0.076233184
PF,55,MC,349,Juv.cull,10,23.69,5.72,0.704,0.66,0.044,0.066666667
PF,55,MC,365,No.cull,1,27.85,4.94,0.825,0.766,0.059,0.077023499
PF,55,MC,365,No.cull,2,16.37,6.11,0.528,0.49,0.038,0.07755102
PF,55,MC,365,No.cull,3,34.56,6.4,1.887,1.778,0.109,0.061304837
PF,55,MC,365,No.cull,4,26.65,6.08,0.842,0.786,0.056,0.071246819
PF,55,MC,365,No.cull,5,22.94,6,0.669,0.626,0.043,0.068690096
PF,55,MC,365,No.cull,6,23.71,6.78,0.898,0.845,0.053,0.062721893
PF,55,MC,365,No.cull,7,28.92,6.57,0.994,0.934,0.06,0.064239829
PF,55,MC,365,No.cull,8,26.95,6.92,1.1,1.028,0.072,0.070038911
PF,55,MC,365,No.cull,9,21.42,5.76,0.828,0.781,0.047,0.060179257
PF,55,MC,365,No.cull,10,29.48,5.85,1.575,1.48,0.095,0.064189189
PF,55,MC,377,Juv.cull,1,31.19,6.42,0.958,0.887,0.071,0.080045096
PF,55,MC,377,Juv.cull,2,27.25,6.24,1.128,1.053,0.075,0.071225071
PF,55,MC,377,Juv.cull,4,27.71,3.95,0.665,0.625,0.04,0.064
PF,55,MC,377,Juv.cull,5,22.47,5.85,0.869,0.812,0.057,0.070197044
PF,55,MC,377,Juv.cull,6,20.09,6.2,0.671,0.631,0.04,0.063391442
PF,55,MC,377,Juv.cull,7,27.96,6.14,0.877,0.826,0.051,0.061743341
PF,55,MC,379,No.cull,1,26.61,4.74,0.955,0.891,0.064,0.071829405
PF,55,MC,379,No.cull,2,20.36,6.34,0.665,0.622,0.043,0.069131833
PF,55,MC,379,No.cull,3,28.54,4.51,0.89,0.831,0.059,0.070998797
PF,55,MC,379,No.cull,4,29.08,6.05,0.957,0.885,0.072,0.081355932
PF,55,MC,379,No.cull,5,23.01,4.97,0.546,0.507,0.039,0.076923077
PF,55,MC,379,No.cull,6,23.31,6.21,0.65,0.61,0.04,0.06557377
PF,55,MC,379,No.cull,7,27.67,8.51,0.959,0.892,0.067,0.075112108
PF,55,MC,379,No.cull,8,33.62,7.2,1.444,1.356,0.088,0.064896755
PF,55,MC,379,No.cull,9,25.5,5.09,0.932,0.869,0.063,0.072497123
PF,55,MC,379,No.cull,10,23.23,6.55,0.687,0.648,0.039,0.060185185
PF,55,MC,469,Juv.cull,1,23.2,6.19,0.552,0.514,0.038,0.073929961
PF,55,MC,469,Juv.cull,3,23.22,4.16,0.525,0.494,0.031,0.062753036
PF,55,MC,469,Juv.cull,5,18.1,6.32,0.587,0.548,0.039,0.071167883
PF,55,MC,469,Juv.cull,6,24.84,5.31,0.741,0.689,0.052,0.075471698
PF,55,MC,469,Juv.cull,7,22.43,5.06,0.787,0.731,0.056,0.076607387
PF,57,CC,399,No.cull,1,28.25,5.99,0.706,0.658,0.048,0.072948328
PF,57,CC,399,No.cull,2,25.19,5.19,0.822,0.771,0.051,0.06614786
PF,57,CC,399,No.cull,4,20.77,4.74,0.52,0.493,0.027,0.054766734
PF,57,CC,399,No.cull,5,16.04,5.26,0.415,0.39,0.025,0.064102564
PF,57,CC,399,No.cull,6,20.75,4.88,0.459,0.431,0.028,0.064965197
PF,57,CC,399,No.cull,7,17.46,4.51,0.51,0.478,0.032,0.066945607
PF,57,CC,399,No.cull,8,19.62,5.85,0.656,0.617,0.039,0.063209076
PF,57,CC,399,No.cull,9,23.12,4.61,0.788,0.734,0.054,0.073569482
PF,57,CC,399,No.cull,10,22.42,5.04,0.562,0.522,0.04,0.076628352
PF,57,CC,497,Juv.cull,5,22.3,5.04,0.516,0.489,0.027,0.055214724
PF,57,CC,497,Juv.cull,6,16.7,4.97,0.385,0.364,0.021,0.057692308
PF,57,CC,497,Juv.cull,7,21.55,6.82,0.5,0.472,0.028,0.059322034
PF,57,CC,497,Juv.cull,8,22.33,5.32,0.569,0.531,0.038,0.071563089
PF,57,CC,497,Juv.cull,9,20.63,6.62,0.615,0.574,0.041,0.071428571
PF,57,CC,497,Juv.cull,10,24.23,5.69,0.612,0.573,0.039,0.068062827
PF,57,CC,498,Juv.cull,4,21.59,5.06,0.604,0.572,0.032,0.055944056
PF,57,CC,498,Juv.cull,6,21.2,4.85,0.65,0.615,0.035,0.056910569
PF,57,CC,498,Juv.cull,7,17.28,4.25,0.618,0.573,0.045,0.078534031
PF,57,CC,498,Juv.cull,9,22.23,3.8,0.487,0.454,0.033,0.072687225
PF,57,CC,509,No.cull,1,21.56,4.5,0.421,0.395,0.026,0.065822785
PF,57,CC,509,No.cull,2,21.53,5.05,0.523,0.492,0.031,0.06300813
PF,57,CC,509,No.cull,4,20.66,6.12,0.557,0.521,0.036,0.069097889
PF,57,CC,509,No.cull,5,24.7,4.78,0.689,0.638,0.051,0.079937304
PF,57,CC,509,No.cull,6,15.84,5.16,0.523,0.487,0.036,0.073921971
PF,57,CC,509,No.cull,7,24.33,5.43,0.444,0.415,0.029,0.069879518
PF,57,CC,509,No.cull,8,17.99,5.4,0.442,0.418,0.024,0.057416268
PF,57,CC,509,No.cull,9,19.26,4.01,0.394,0.364,0.03,0.082417582
PF,57,CC,509,No.cull,10,18.08,5.11,0.457,0.431,0.026,0.060324826
PF,57,CC,511,Juv.cull,1,18.51,6.44,0.405,0.381,0.024,0.062992126
PF,57,CC,511,Juv.cull,4,22.16,5.97,0.591,0.56,0.031,0.055357143
PF,57,CC,511,Juv.cull,7,33.44,6.5,1.329,1.232,0.097,0.078733766
PF,57,CC,511,Juv.cull,8,25.35,5.65,0.781,0.734,0.047,0.064032698
PF,57,CC,511,Juv.cull,9,27.88,5.87,0.997,0.933,0.064,0.068595927
PF,57,CC,511,Juv.cull,10,24.88,5.93,0.893,0.842,0.051,0.060570071
PF,57,CC,512,No.cull,1,17.13,5.65,0.434,0.403,0.031,0.076923077
PF,57,CC,512,No.cull,2,26.6,5.58,0.616,0.58,0.036,0.062068966
PF,57,CC,512,No.cull,3,29.63,6.19,1.029,0.961,0.068,0.070759625
PF,57,CC,512,No.cull,4,27.77,5.01,0.72,0.67,0.05,0.074626866
PF,57,CC,512,No.cull,5,21.94,5.39,0.682,0.646,0.036,0.055727554
PF,57,CC,512,No.cull,6,22.84,5.08,0.447,0.418,0.029,0.06937799
PF,57,CC,512,No.cull,7,26.37,6.73,0.935,0.883,0.052,0.058890147
PF,57,CC,512,No.cull,8,29.02,6.48,0.742,0.686,0.056,0.081632653
PF,57,CC,512,No.cull,9,20.92,5.47,0.824,0.775,0.049,0.063225806
PF,57,CC,512,No.cull,10,25.88,5.21,0.622,0.583,0.039,0.066895369
PF,57,CC,515,Juv.cull,1,19.39,5.03,0.46,0.431,0.029,0.067285383
PF,57,CC,515,Juv.cull,2,19.72,4.88,0.486,0.452,0.034,0.075221239
PF,57,CC,515,Juv.cull,4,17.73,5.09,0.4,0.375,0.025,0.066666667
PF,57,CC,515,Juv.cull,5,21.45,4.68,0.566,0.538,0.028,0.05204461
PF,57,CC,515,Juv.cull,6,24.38,5.67,0.646,0.603,0.043,0.071310116
PF,57,CC,515,Juv.cull,7,22.41,6.13,0.622,0.579,0.043,0.074265976
PF,57,CC,515,Juv.cull,8,15.49,4.96,0.387,0.352,0.035,0.099431818
PF,57,CC,534,No.cull,1,20.44,4.29,0.402,0.372,0.03,0.080645161
PF,57,CC,534,No.cull,2,22.74,4.69,0.753,0.703,0.05,0.071123755
PF,57,CC,534,No.cull,3,21.86,5.14,0.527,0.494,0.033,0.066801619
PF,57,CC,534,No.cull,4,22.06,4.37,0.982,0.393,0.589,1.498727735
PF,57,CC,534,No.cull,5,21.63,4.86,0.509,0.47,0.039,0.082978723
PF,57,CC,534,No.cull,6,22.77,4.29,0.418,0.392,0.026,0.066326531
PF,57,CC,534,No.cull,7,20.43,5.55,0.4,0.374,0.026,0.069518717
PF,57,CC,534,No.cull,8,24.3,4.84,0.601,0.556,0.045,0.080935252
PF,57,CC,534,No.cull,9,24.93,5.01,0.813,0.765,0.048,0.062745098
PF,57,CC,534,No.cull,10,23.68,5.32,0.626,0.59,0.036,0.061016949
PF,57,CC,536,Juv.cull,1,27.19,5.5,0.747,0.697,0.05,0.071736011
PF,57,CC,536,Juv.cull,2,23.41,5.89,0.472,0.44,0.032,0.072727273
PF,57,CC,536,Juv.cull,3,30.52,5.55,0.831,0.775,0.056,0.072258065
PF,57,CC,536,Juv.cull,4,16.94,6.36,0.606,0.566,0.04,0.070671378
PF,57,CC,536,Juv.cull,6,20.58,4.51,0.647,0.605,0.042,0.069421488
PF,57,CC,536,Juv.cull,8,23.69,6.53,0.906,0.852,0.054,0.063380282
PF,57,CC,549,Juv.cull,1,23.97,4.44,0.615,0.571,0.044,0.077057793
PF,57,CC,549,Juv.cull,2,23.9,4.82,0.553,0.522,0.031,0.059386973
PF,57,CC,549,Juv.cull,3,21.94,3.82,0.53,0.497,0.033,0.06639839
PF,57,CC,549,Juv.cull,4,20.1,5.18,0.556,0.51,0.046,0.090196078
PF,57,CC,549,Juv.cull,6,22.92,4.97,0.553,0.504,0.049,0.097222222
PF,57,CC,549,Juv.cull,7,24.03,5.45,0.714,0.663,0.051,0.076923077
PF,62,MC,138,Juv.cull,1,30.52,5.75,1.965,1.842,0.123,0.066775244
PF,62,MC,138,Juv.cull,7,35.12,6.01,1.453,1.361,0.092,0.067597355
PF,62,MC,138,Juv.cull,8,40.36,7.1,1.817,1.694,0.123,0.072609209
PF,62,MC,138,Juv.cull,9,13.06,6.12,0.262,0.25,0.012,0.048
PF,62,MC,138,Juv.cull,10,26.43,5.53,1.338,1.251,0.087,0.069544365
PF,62,MC,139,No.cull,1,22.36,6.51,1.022,0.958,0.064,0.066805846
PF,62,MC,139,No.cull,2,27.96,5.72,0.611,0.562,0.049,0.087188612
PF,62,MC,139,No.cull,3,32.59,5.73,1.282,1.2,0.082,0.068333333
PF,62,MC,139,No.cull,4,23.33,7.07,0.923,0.87,0.053,0.06091954
PF,62,MC,139,No.cull,5,22.4,7.78,1.058,0.993,0.065,0.065458207
PF,62,MC,139,No.cull,6,25.39,6.75,1.103,1.025,0.078,0.076097561
PF,62,MC,139,No.cull,8,24.88,7.29,0.969,0.916,0.053,0.057860262
PF,62,MC,139,No.cull,9,21.27,5.28,0.661,0.617,0.044,0.071312804
PF,62,MC,139,No.cull,10,38.73,6.89,1.785,1.679,0.106,0.063132817
PF,62,MC,162,No.cull,1,33.95,7.47,1.867,1.75,0.117,0.066857143
PF,62,MC,162,No.cull,2,23.76,6.92,0.984,0.923,0.061,0.066088841
PF,62,MC,162,No.cull,3,29.68,6.83,1.844,1.717,0.127,0.07396622
PF,62,MC,162,No.cull,4,33.1,7.42,1.922,1.794,0.128,0.071348941
PF,62,MC,162,No.cull,5,25.74,8.54,1.355,1.27,0.085,0.066929134
PF,62,MC,162,No.cull,6,20.61,6.07,0.442,0.418,0.024,0.057416268
PF,62,MC,162,No.cull,7,19.66,5.83,0.539,0.512,0.027,0.052734375
PF,62,MC,162,No.cull,8,30.25,8.17,1.393,1.311,0.082,0.062547674
PF,62,MC,162,No.cull,9,30.67,7.86,1.531,1.437,0.094,0.065414057
PF,62,MC,167,No.cull,1,29.11,5.91,0.678,0.62,0.058,0.093548387
PF,62,MC,167,No.cull,2,18.51,4.88,0.495,0.465,0.03,0.064516129
PF,62,MC,167,No.cull,3,23.35,4.6,0.612,0.569,0.043,0.075571178
PF,62,MC,167,No.cull,4,23.74,4.26,0.501,0.461,0.04,0.086767896
PF,62,MC,167,No.cull,5,26.28,5.58,0.852,0.801,0.051,0.063670412
PF,62,MC,167,No.cull,6,26.17,6.66,0.885,0.824,0.061,0.074029126
PF,62,MC,167,No.cull,7,22.32,6.99,0.803,0.754,0.049,0.064986737
PF,62,MC,167,No.cull,8,22.22,5.26,0.631,0.591,0.04,0.067681895
PF,62,MC,167,No.cull,9,21.64,6.35,0.677,0.647,0.03,0.046367852
PF,62,MC,167,No.cull,10,25.2,5.9,0.988,0.917,0.071,0.07742639
PF,62,MC,217,No.cull,1,22.2,6.34,0.825,0.779,0.046,0.059050064
PF,62,MC,217,No.cull,2,29.26,5.74,1.075,1.009,0.066,0.065411298
PF,62,MC,217,No.cull,3,23.87,4.15,0.704,0.665,0.039,0.058646617
PF,62,MC,217,No.cull,4,27.81,6.34,1.009,0.942,0.067,0.071125265
PF,62,MC,217,No.cull,5,32.59,5.62,1.312,1.211,0.101,0.083402147
PF,62,MC,217,No.cull,6,19.14,4.36,0.47,0.443,0.027,0.060948081
PF,62,MC,217,No.cull,7,27.61,6.09,1.23,1.164,0.066,0.056701031
PF,62,MC,217,No.cull,8,21.8,5.17,0.374,0.364,0.01,0.027472527
PF,62,MC,217,No.cull,9,23.55,6.26,1.037,0.981,0.056,0.057084608
PF,62,MC,217,No.cull,10,24.66,5.61,0.673,0.64,0.033,0.0515625
PF,62,MC,218,No.cull,1,21.79,7.67,1.044,0.949,0.095,0.100105374
PF,62,MC,218,No.cull,2,20.08,5.25,0.524,0.486,0.038,0.0781893
PF,62,MC,218,No.cull,3,25.1,6.46,0.859,0.802,0.057,0.071072319
PF,62,MC,218,No.cull,4,28.33,7.26,0.937,0.871,0.066,0.075774971
PF,62,MC,218,No.cull,5,17.88,5.32,0.5,0.47,0.03,0.063829787
PF,62,MC,218,No.cull,6,24.23,6.29,0.918,0.86,0.058,0.06744186
PF,62,MC,218,No.cull,7,24.44,5.65,0.587,0.547,0.04,0.073126143
PF,62,MC,218,No.cull,8,21.75,7.18,0.746,0.69,0.056,0.08115942
PF,62,MC,218,No.cull,9,21.57,5.69,0.658,0.614,0.044,0.071661238
PF,62,MC,218,No.cull,10,22.56,4.81,0.692,0.646,0.046,0.07120743
PF,62,MC,219,Juv.cull,2,27.01,5.21,0.63,0.582,0.048,0.082474227
PF,62,MC,219,Juv.cull,3,16.43,6.46,0.651,0.61,0.041,0.067213115
PF,62,MC,219,Juv.cull,6,18.28,6.5,0.739,0.689,0.05,0.07256894
PF,62,MC,219,Juv.cull,7,29.49,4.81,0.591,0.547,0.044,0.080438757
PF,62,MC,219,Juv.cull,8,20.15,5.23,0.449,0.422,0.027,0.063981043
PF,62,MC,219,Juv.cull,9,26.76,6.87,0.714,0.67,0.044,0.065671642
PF,62,MC,222,Juv.cull,1,21.44,5.77,0.617,0.578,0.039,0.067474048
PF,62,MC,222,Juv.cull,2,20.11,5.37,0.573,0.537,0.036,0.067039106
PF,62,MC,222,Juv.cull,3,28.09,5.18,0.872,0.809,0.063,0.077873918
PF,62,MC,222,Juv.cull,7,29.64,8.58,1.125,1.06,0.065,0.061320755
PF,62,MC,222,Juv.cull,9,25.24,6.93,0.956,0.901,0.055,0.061043285
PF,62,MC,222,Juv.cull,10,34.69,7.96,1.536,1.436,0.1,0.069637883
PF,62,MC,223,No.cull,1,29.09,5.67,0.936,0.865,0.071,0.082080925
PF,62,MC,223,No.cull,2,17.08,5.9,0.565,0.524,0.041,0.078244275
PF,62,MC,223,No.cull,3,26.95,5.88,0.818,0.756,0.062,0.082010582
PF,62,MC,223,No.cull,4,26.8,5.99,0.76,0.712,0.048,0.06741573
PF,62,MC,223,No.cull,5,24.96,5.93,0.907,0.848,0.059,0.069575472
PF,62,MC,223,No.cull,6,16.46,6.15,0.667,0.624,0.043,0.068910256
PF,62,MC,223,No.cull,7,25.3,6.1,0.735,0.687,0.048,0.069868996
PF,62,MC,223,No.cull,8,24.87,6.73,0.716,0.667,0.049,0.073463268
PF,62,MC,223,No.cull,9,21.98,7.17,0.761,0.709,0.052,0.073342736
PF,62,MC,223,No.cull,10,28.63,5.53,0.71,0.656,0.054,0.082317073
PF,62,MC,226,Juv.cull,2,23.82,3.47,0.378,0.349,0.029,0.083094556
PF,62,MC,226,Juv.cull,3,28.75,5.43,0.762,0.702,0.06,0.085470085
PF,62,MC,226,Juv.cull,4,21.48,6.69,0.695,0.662,0.033,0.049848943
PF,62,MC,226,Juv.cull,6,31.69,7.45,1.142,1.071,0.071,0.066293184
PF,62,MC,226,Juv.cull,8,26.01,7.96,1.465,1.373,0.092,0.067006555
PF,62,MC,226,Juv.cull,9,22.38,5.05,0.737,0.703,0.034,0.048364154
PF,62,MC,233,Juv.cull,1,21.34,6.02,0.533,0.501,0.032,0.063872255
PF,62,MC,233,Juv.cull,2,23.28,6.07,0.681,0.64,0.041,0.0640625
PF,62,MC,233,Juv.cull,4,24.62,5.79,0.509,0.475,0.034,0.071578947
PF,62,MC,233,Juv.cull,5,22.95,6.18,0.599,0.561,0.038,0.067736185
PF,62,MC,233,Juv.cull,7,22.3,5.11,0.535,0.499,0.036,0.072144289
PF,62,MC,233,Juv.cull,10,28.75,5.15,0.78,0.722,0.058,0.08033241
PF,62,MC,239,Juv.cull,1,26.62,5.1,0.785,0.726,0.059,0.081267218
PF,62,MC,239,Juv.cull,2,26.6,5.17,0.595,0.551,0.044,0.079854809
PF,62,MC,239,Juv.cull,5,26.39,6.66,1.135,1.052,0.083,0.078897338
PF,62,MC,239,Juv.cull,6,25.87,6.99,0.989,0.92,0.069,0.075
PF,62,MC,239,Juv.cull,9,20.68,5.66,0.592,0.554,0.038,0.068592058
PF,62,MC,239,Juv.cull,10,25.72,6.53,0.888,0.825,0.063,0.076363636
PF,63,CC,28,No.cull,1,26.95,5.55,0.858,0.806,0.052,0.064516129
PF,63,CC,28,No.cull,2,30.45,6.93,1.023,0.958,0.065,0.067849687
PF,63,CC,28,No.cull,3,29.51,6.8,1.235,1.155,0.08,0.069264069
PF,63,CC,28,No.cull,4,28.61,5.76,0.906,0.845,0.061,0.072189349
PF,63,CC,28,No.cull,5,24.35,5.75,1.023,0.965,0.058,0.060103627
PF,63,CC,28,No.cull,6,33.76,7.63,1.702,1.59,0.112,0.070440252
PF,63,CC,28,No.cull,7,28.85,8.13,1.602,1.494,0.108,0.072289157
PF,63,CC,28,No.cull,8,28.98,6.61,1.209,1.129,0.08,0.070859167
PF,63,CC,28,No.cull,9,28.3,7.04,1.423,1.325,0.098,0.073962264
PF,63,CC,28,No.cull,10,30.69,7.77,1.465,1.366,0.099,0.072474378
PF,63,CC,43,Juv.cull,1,27.14,5.5,0.754,0.704,0.05,0.071022727
PF,63,CC,43,Juv.cull,2,19.85,8.6,1.037,0.978,0.059,0.060327198
PF,63,CC,43,Juv.cull,4,26.08,4.87,0.713,0.661,0.052,0.078668684
PF,63,CC,43,Juv.cull,5,20.95,5.72,0.589,0.555,0.034,0.061261261
PF,63,CC,43,Juv.cull,8,24.78,6.46,0.716,0.668,0.048,0.071856287
PF,63,CC,43,Juv.cull,9,27.78,5.42,1.124,1.056,0.068,0.064393939
PF,63,CC,43,Juv.cull,10,24.31,6.51,0.85,0.801,0.049,0.061173533
PF,63,CC,68,No.cull,1,29.21,5.27,0.772,0.716,0.056,0.078212291
PF,63,CC,68,No.cull,2,24.71,6.24,0.758,0.708,0.05,0.070621469
PF,63,CC,68,No.cull,3,27.12,7.01,0.825,0.769,0.056,0.072821847
PF,63,CC,68,No.cull,4,22.17,6.94,0.93,0.87,0.06,0.068965517
PF,63,CC,68,No.cull,4,22.59,8.66,1.281,1.132,0.149,0.131625442
PF,63,CC,68,No.cull,5,26.33,6.33,0.881,0.809,0.072,0.088998764
PF,63,CC,68,No.cull,6,27.75,6.25,1.094,1.021,0.073,0.071498531
PF,63,CC,68,No.cull,7,26.31,7.69,0.95,0.891,0.059,0.066217733
PF,63,CC,68,No.cull,8,29.79,6.39,1.064,0.985,0.079,0.080203046
PF,63,CC,68,No.cull,9,26.66,8.37,1.021,0.949,0.072,0.075869336
PF,63,CC,68,No.cull,10,23.78,8.09,0.629,0.59,0.039,0.066101695
PF,63,CC,373,Juv.cull,1,22.82,6.13,0.879,0.82,0.059,0.07195122
PF,63,CC,373,Juv.cull,2,34.24,6.04,1.651,1.538,0.113,0.073472042
PF,63,CC,373,Juv.cull,5,24.87,6.05,0.947,0.888,0.059,0.066441441
PF,63,CC,373,Juv.cull,6,19.54,5.85,0.518,0.489,0.029,0.059304703
PF,63,CC,373,Juv.cull,7,20.41,4.7,0.374,0.347,0.027,0.077809798
PF,63,CC,373,Juv.cull,9,33.47,6.98,1.606,1.526,0.08,0.05242464
PF,63,CC,376,No.cull,1,33.28,5.18,1.538,1.438,0.1,0.069541029
PF,63,CC,376,No.cull,2,24.75,7.05,0.899,0.848,0.051,0.060141509
PF,63,CC,376,No.cull,3,27.57,5.23,0.839,0.785,0.054,0.068789809
PF,63,CC,376,No.cull,4,28.62,5.91,0.772,0.721,0.051,0.07073509
PF,63,CC,376,No.cull,5,28.75,5.25,1.129,1.066,0.063,0.059099437
PF,63,CC,376,No.cull,6,28.64,7.14,1.251,1.173,0.078,0.066496164
PF,63,CC,376,No.cull,7,23.69,5.68,0.852,0.804,0.048,0.059701493
PF,63,CC,376,No.cull,8,20.66,7.84,1.112,1.048,0.064,0.061068702
PF,63,CC,376,No.cull,9,27.67,5.69,1.523,1.433,0.09,0.062805304
PF,63,CC,376,No.cull,10,19.82,7.47,1.115,1.058,0.057,0.053875236
PF,63,CC,380,No.cull,1,26.05,7.28,0.782,0.732,0.05,0.068306011
PF,63,CC,380,No.cull,2,26.55,6.2,0.675,0.392,0.283,0.721938776
PF,63,CC,380,No.cull,3,26.07,6.25,0.769,0.721,0.048,0.066574202
